0,12
1,24
2,8
3,14
4,9
5,2
6,24
7,23
8,7
9,8
10,3
11,13
12,19
13,10
14,9
15,13
16,15
17,9
18,14
19,20
20,12
21,9
22,7
23,6
24,20
25,18
26,17
27,3
28,25
29,6
30,10
31,17
32,5
33,4
34,7
35,16
36,15
37,5
38,21
39,1
40,3
41,17
42,11
43,11
44,11
45,12
46,12
47,5
48,24
49,21
50,12
51,2
52,2
53,0
54,20
55,7
56,9
57,0
58,13
59,19
60,12
61,12
62,14
63,9
64,10
65,15
66,23
67,6
68,21
69,7
70,15
71,14
72,5
73,22
74,9
75,8
76,17
77,21
78,22
